gene_id	transcript_id	baseline_top3_mean_score	baseline_rank	n_windows	best_window_region_type	best_window_is_CDS	best_window_is_5UTR	best_window_is_3UTR	best_window_is_ncRNA	best_window_is_unknown	top3_CDS_fraction	top3_UTR_fraction	top3_ncRNA_fraction	top3_unknown_fraction	top3_inverted_repeat_score_mean	top3_palindrome_score_mean	top3_reverse_complement_4mer_density_mean	top3_reverse_complement_5mer_density_mean	top3_reverse_complement_6mer_density_mean	top3_local_self_complementarity_score_mean	top3_simple_repeat_score_mean	top3_stem_like_score_mean	top3_structure_peakiness_score_mean	top3_longest_high_paired_run_mean	top3_paired_run_density_mean	top3_max_local_paired_mean_41nt_mean	top3_max_local_paired_mean_81nt_mean	max_stem_like_score	max_longest_high_paired_run
LOC_Os06g48030	LOC_Os06g48030.3	0.9984102333333332	1	91	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5176631592984021	0.11539763113367174	0.6480541455160744	0.4098639455782313	0.24273504273504276	0.4821071071071072	0.1342471989482452	0.39364694486788615	0.17103012172749987	7.333333333333333	0.37166666666666665	0.6259408346036585	0.5691419687781315	0.3967750412855691	8.0
LOC_Os12g37480	LOC_Os12g37480.1	0.99835217	2	19	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.8087206606713494	0.3441407436331294	0.8477157360406092	0.7125850340136054	0.5931623931623932	0.8901401401401401	0.11320090499699915	0.8614572871603619	0.23583629607833864	36.666666666666664	0.7200000000000001	0.9643718614810854	0.9013791663165934	0.8914127604166667	42.0
LOC_Os12g08550	LOC_Os12g08550.1	0.9978808466666664	3	96	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6490295003783039	0.09244218838127467	0.7732656514382402	0.5731292517006803	0.38974358974358975	0.5645645645645646	0.09714874762967722	0.529657759420917	0.194229457556201	11.333333333333334	0.5299999999999999	0.7756399449294177	0.7019749786628126	0.5795851184875985	12.0
LOC_Os04g25490	LOC_Os04g25490.1	0.9977169866666667	4	35	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6970620598684413	0.09593040912837865	0.7648054145516076	0.5901360544217688	0.3641025641025641	0.7662662662662663	0.09671165780828883	0.5290466154558549	0.2104062400838381	11.0	0.5466666666666667	0.7654731797008979	0.6931124135790538	0.6003315548780489	13.0
LOC_Os03g22670	LOC_Os03g22670.1	0.99770768	5	85	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6094702221206935	0.09668098399062867	0.6852791878172589	0.4931972789115646	0.317948717948718	0.5509259259259259	0.09280395345364696	0.44922404786758624	0.1863591945652039	9.0	0.44166666666666665	0.6810054769360923	0.6040159436900919	0.5069874783647739	12.0
LOC_Os03g55230	LOC_Os03g55230.1	0.99759231	6	30	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6522948975160724	0.07801639984381101	0.8104906937394247	0.5799319727891156	0.4068376068376069	0.4642142142142142	0.0983858171353964	0.5606461915737245	0.2712328401784743	15.666666666666666	0.515	0.7752719080545069	0.6895379247488799	0.6153710656825119	16.0
LOC_Os03g44835	LOC_Os03g44835.1	0.9971847533333332	7	106	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.533032100983515	0.10094581109809536	0.7225042301184432	0.46768707482993194	0.23760683760683757	0.5151401401401402	0.09654200876913517	0.45546935924023474	0.20133996498200202	9.666666666666666	0.40166666666666667	0.7230747443873708	0.6538316202752384	0.5316808387322154	14.0
LOC_Os12g01355	LOC_Os12g01355.1	0.9971580133333332	8	61	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5817964374019486	0.060249902381882076	0.781725888324873	0.5221088435374149	0.3316239316239316	0.5235235235235235	0.09738042301563136	0.4350160080824441	0.21212485809479995	10.666666666666666	0.37000000000000005	0.6683813575806656	0.5935060948501398	0.570749253683943	16.0
LOC_Os07g36080	LOC_Os07g36080.2	0.9971264966666666	9	55	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.631521988643091	0.07377760423445702	0.7563451776649747	0.554421768707483	0.34358974358974353	0.66991991991992	0.11027955007753659	0.40531644465154426	0.1591565585200505	9.666666666666666	0.32	0.6542826672879661	0.5931445156595834	0.4566567754551647	11.0
LOC_Os02g16995	LOC_Os02g16995.1	0.9966472566666668	10	21	unknown	0.0	0.0	0.0	0.0	1.0	0.3333333333333333	0.0	0.0	0.6666666666666666	0.6512931176999343	0.049234240097184266	0.7563451776649747	0.5527210884353742	0.35042735042735046	0.596971971971972	0.06543085468014982	0.642173923050485	0.22078355357852023	17.666666666666668	0.6149999999999999	0.8698551024847884	0.8103807821195312	0.6771438607549279	21.0
LOC_Os01g48550	LOC_Os01g48550.1	0.99656629	11	27	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6559914506143658	0.09676775565100437	0.7766497461928935	0.5731292517006803	0.3384615384615384	0.6194944944944946	0.09867078285898549	0.5083737981093286	0.20482326832509812	12.0	0.4633333333333334	0.7617880609946525	0.6627427128607353	0.6097336976508785	17.0
LOC_Os07g30690	LOC_Os07g30690.1	0.99647279	12	99	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5907381947048372	0.06529133584971149	0.7597292724196277	0.5153061224489796	0.2837606837606837	0.506006006006006	0.07669690045257858	0.4821168166576686	0.18122404160038116	11.0	0.4633333333333334	0.7080171166396724	0.6292171713746625	0.5300599236216972	14.0
LOC_Os12g16350	LOC_Os12g16350.13	0.99616126	13	560	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5227212445414041	0.033116404182394026	0.7191201353637903	0.43707482993197283	0.23418803418803416	0.501001001001001	0.05159244512245408	0.5797035131480311	0.1954180283828447	12.666666666666666	0.61	0.8124438727774271	0.7229638114387607	0.6016538945640005	14.0
LOC_Os10g13694	LOC_Os10g13694.2	0.9960943466666666	14	108	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6334646288344621	0.04576337368215541	0.8087986463620981	0.5663265306122449	0.3623931623931624	0.5964714714714715	0.08663415207818655	0.5108227390196265	0.16021022743302435	12.0	0.47833333333333333	0.7541348837255463	0.6611888869799704	0.5870094708698552	16.0
LOC_Os03g40725	LOC_Os03g40725.1	0.9960501333333336	15	100	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.42760039857211724	0.08649399106251898	0.5499153976311336	0.2653061224489796	0.11282051282051282	0.43218218218218224	0.1217051900304807	0.3643465070026677	0.21465321448541455	7.0	0.285	0.6330395210080031	0.5414446293081275	0.3762480548145326	8.0
LOC_Os02g10300	LOC_Os02g10300.1	0.99602459	16	36	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6365551087668564	0.07885374636643672	0.7715736040609137	0.5731292517006802	0.37435897435897436	0.5192692692692693	0.10159203376718164	0.5384253252231009	0.19229340443688056	13.333333333333334	0.5299999999999999	0.7519426423359693	0.6999347214836152	0.5577340028344131	15.0
LOC_Os02g09670	LOC_Os02g09670.1	0.9960083566666666	17	80	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5459590998931101	0.0789231636947373	0.727580372250423	0.4880952380952381	0.2735042735042735	0.573948948948949	0.08740066127988803	0.4388536289907729	0.18634213011751902	8.666666666666666	0.435	0.6648942203056522	0.6242708237573442	0.4540024123153066	10.0
LOC_Os04g09530	LOC_Os04g09530.2	0.9959547333333332	18	71	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.4547630299298175	0.036457113106859305	0.5346869712351946	0.23299319727891155	0.10085470085470087	0.40528028028028035	0.0572143887684756	0.5004223773537613	0.13647578323400147	11.0	0.49666666666666665	0.7296004653946171	0.672743483825966	0.5487917222433943	13.0
LOC_Os02g32250	LOC_Os02g32250.1	0.9958626433333334	19	187	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.26920247938014435	0.03220964033146775	0.32318104906937395	0.14285714285714288	0.08205128205128205	0.15903403403403402	0.062260894653854294	0.614787142373682	0.20615662616161481	20.0	0.5566666666666668	0.7876947604543795	0.7343382030848122	0.6528091157742631	24.0
LOC_Os08g29020	LOC_Os08g29020.1	0.9955808366666666	20	96	CDS	1.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.3333333333333333	0.6699247271401007	0.1000650787452818	0.8121827411167514	0.5391156462585034	0.35042735042735046	0.6478978978978979	0.08751506155647011	0.49854138692220046	0.21473872848736344	12.0	0.46666666666666673	0.7289574940999349	0.6363907488285268	0.5372485934621919	12.0
LOC_Os05g02435	LOC_Os05g02435.1	0.9954620333333332	21	89	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6035260135622718	0.09674172415289166	0.739424703891709	0.4931972789115646	0.294017094017094	0.5465465465465466	0.06879451767890843	0.5850436914774785	0.27560032757379677	17.0	0.5316666666666667	0.7984644077657684	0.7098486266509004	0.6646080453221391	20.0
LOC_Os01g72370	LOC_Os01g72370.1	0.9952740566666668	22	163	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5811430273758048	0.05678771313289079	0.8071065989847717	0.5187074829931974	0.2547008547008547	0.46408908908908914	0.0714028173182605	0.6563684589559147	0.22722150696909027	18.666666666666668	0.6216666666666667	0.8807720435344107	0.7344064143459491	0.6866750859632725	21.0
LOC_Os06g22919	LOC_Os06g22919.2	0.9952426866666668	23	250	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6444674007255589	0.12220052930712828	0.7580372250423011	0.5306122448979592	0.32307692307692304	0.6106106106106107	0.098170274390174	0.5492128076527499	0.1872593186234914	14.333333333333334	0.52	0.7693050896249166	0.6867565853605545	0.5835806758229326	16.0
LOC_Os01g43890	LOC_Os01g43890.1	0.9951303	24	39	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.7100601474858182	0.10954488264132935	0.8341793570219966	0.6258503401360545	0.4068376068376069	0.6834334334334334	0.09872429522513566	0.4952456119196202	0.16788134616033432	12.333333333333334	0.4533333333333333	0.7240701690921939	0.6538690480675716	0.5406080565413808	13.0
LOC_Os01g33204	LOC_Os01g33204.1	0.99496473	25	45	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5459750231867708	0.07037615514772876	0.7715736040609137	0.5017006802721088	0.28205128205128205	0.34121621621621623	0.07015953517793933	0.5721276467796265	0.30961945619634407	15.333333333333334	0.5299999999999999	0.8030496070055458	0.7010375908863398	0.6369192430449696	19.0
LOC_Os08g39240	LOC_Os08g39240.2	0.9949611866666668	26	130	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5892439664520883	0.07973447871925028	0.7309644670050761	0.45238095238095233	0.25811965811965815	0.5880880880880881	0.09446968893631535	0.5208651454274248	0.2558982470853574	16.666666666666668	0.39333333333333337	0.7525954362822743	0.6539745568738553	0.8110436050290984	34.0
LOC_Os11g34910	LOC_Os11g34910.1	0.99484553	27	86	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.3584743352473592	0.07461495075708274	0.5245346869712352	0.22448979591836735	0.07863247863247863	0.4091591591591592	0.1340123029265691	0.2964250009428195	0.23914558649063103	7.0	0.20666666666666664	0.5076083361617918	0.42846495231973786	0.3562870255136878	11.0
LOC_Os06g08570	LOC_Os06g08570.1	0.9947681566666664	28	84	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5578870686303609	0.09590437763026595	0.6582064297800337	0.4557823129251701	0.27692307692307694	0.5374124124124124	0.09159706597227096	0.51423949192533	0.21661601248170145	12.333333333333334	0.48166666666666674	0.75271847577599	0.6544219633188758	0.5610910604833587	14.0
LOC_Os12g18374	LOC_Os12g18374.2	0.9947159833333332	29	139	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6240068615739391	0.09847715736040609	0.751269035532995	0.48979591836734687	0.3145299145299145	0.5644394394394395	0.08421875354883601	0.5906704981927949	0.2248676787275765	16.666666666666668	0.5516666666666666	0.8036781612450513	0.6987072150893662	0.6430229048806477	17.0
LOC_Os08g26700	LOC_Os08g26700.3	0.9945477766666668	30	70	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5042263238782456	0.051737602499023816	0.7681895093062606	0.3962585034013606	0.23931623931623927	0.45070070070070073	0.06368886749956859	0.5780250824305423	0.29497061357382803	13.666666666666666	0.5633333333333334	0.8290752472916271	0.7127723357805008	0.6099303765025565	15.0
LOC_Os12g40560	LOC_Os12g40560.2	0.9944659533333334	31	99	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.538581928795852	0.055976398108377796	0.7292724196277497	0.45748299319727886	0.27179487179487183	0.34547047047047047	0.07963737859191929	0.6359688009543792	0.2749868661934329	23.0	0.5316666666666667	0.8012397361964716	0.669849730322881	0.8296915032030121	36.0
LOC_Os04g47912	LOC_Os04g47912.1	0.9944586166666666	32	150	CDS	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.32975136696674046	0.04660072020478112	0.47884940778341795	0.19387755102040816	0.07863247863247863	0.28628628628628633	0.06804290710886927	0.52478400264006	0.2526553519054126	15.0	0.4566666666666667	0.7426853412535133	0.6231418421239029	0.5257716800720711	15.0
LOC_Os12g44310	LOC_Os12g44310.2	0.99432979	33	94	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.631544492599605	0.0857087075361187	0.817258883248731	0.5544217687074829	0.31794871794871793	0.5236486486486487	0.07218847484389268	0.5858119308399314	0.23515535106902474	16.333333333333332	0.5283333333333334	0.8207691258531277	0.71513721972336	0.694432631081682	22.0
LOC_Os10g38900	LOC_Os10g38900.1	0.9941917566666666	34	71	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6188210918087641	0.06276194194975922	0.7952622673434856	0.49659863945578236	0.26495726495726496	0.5372872872872873	0.0724714213509836	0.5501404666060677	0.25915147815340295	15.0	0.4633333333333334	0.8120880664848699	0.7078906143153155	0.5758301324185316	15.0
LOC_Os04g44354	LOC_Os04g44354.4	0.99413739	35	171	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5929321691939532	0.07973447871925031	0.7986463620981388	0.54421768707483	0.3111111111111111	0.5329079079079079	0.0923219865456769	0.5346823756933858	0.20717955505335198	14.333333333333334	0.4833333333333332	0.7623804604134907	0.6450542873806424	0.6061368542182737	19.0
LOC_Os11g47870	LOC_Os11g47870.1	0.9940582	36	47	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6836577353836238	0.2864549438153499	0.6632825719120135	0.44047619047619047	0.3145299145299145	1.0	0.0926150540701135	0.6868098553086361	0.27541175287913544	25.0	0.5433333333333333	0.8920962325925754	0.788226987108772	0.7040272807299607	25.0
LOC_Os07g01904	LOC_Os07g01904.1	0.9939823	37	92	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6008066708102966	0.08062388823810143	0.7072758037225042	0.46598639455782315	0.27008547008547007	0.5606856856856857	0.07722879161471502	0.46714369311242243	0.18151586578097398	15.0	0.405	0.6214310793372674	0.5598181991420165	0.5062287806689255	20.0
LOC_Os09g19650	LOC_Os09g19650.1	0.9939776133333332	38	33	CDS	1.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.6666666666666666	0.529821038954469	0.06959954878736606	0.6277495769881556	0.3435374149659864	0.1811965811965812	0.49662162162162166	0.073414615103906	0.5232918492759145	0.27175925121512456	13.333333333333334	0.46166666666666667	0.7748755478277439	0.7032110583144452	0.5283324996824187	14.0
LOC_Os05g12474	LOC_Os05g12474.2	0.99395775	39	82	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5880524866601734	0.11118486702243047	0.739424703891709	0.4064625850340136	0.22905982905982905	0.5653153153153153	0.07302096910636567	0.48133448344905205	0.1665444401771791	11.0	0.465	0.7040034503471562	0.6366952966760706	0.5226830849996428	11.0
LOC_Os06g02460	LOC_Os06g02460.1	0.99394272	40	25	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6660943314279065	0.11543233979782204	0.7360406091370558	0.5255102040816326	0.39487179487179486	0.7018268268268267	0.0962554597066181	0.5252322790874698	0.25521446363259376	14.666666666666666	0.4683333333333333	0.7406968372624095	0.641083725685936	0.5941938663885845	16.0
LOC_Os07g07300	LOC_Os07g07300.1	0.9938950633333332	41	29	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6254086328198003	0.05007158661980996	0.6717428087986463	0.4761904761904762	0.31794871794871793	0.6611611611611612	0.09437052219667881	0.4983419500586141	0.22641710719543595	12.0	0.465	0.7300258501758421	0.6352965260238804	0.5226313498737366	16.0
LOC_Os12g41710	LOC_Os12g41710.2	0.9938359633333332	42	177	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.31863939826956506	0.03390168770879431	0.5245346869712352	0.1836734693877551	0.05641025641025641	0.24524524524524524	0.05629958527329274	0.4225379641980013	0.1314282399864606	8.0	0.4066666666666667	0.6609472259273375	0.6357439143176923	0.46341745268038625	10.0
LOC_Os02g13785	LOC_Os02g13785.1	0.9937346766666666	43	74	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.6382094066430543	0.06112195756865807	0.7901861252115059	0.5153061224489796	0.3264957264957265	0.6423923923923924	0.0788414122023886	0.542671542645793	0.19851221958796192	15.333333333333334	0.48500000000000004	0.7596812946040457	0.6839004190860951	0.5990534390085113	20.0
LOC_Os06g28550	LOC_Os06g28550.2	0.9937091066666668	44	45	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.5716289314838989	0.0602412252158445	0.7089678510998306	0.39625850340136054	0.22564102564102564	0.6106106106106106	0.07279803405935917	0.5406729221020934	0.23078836964014907	15.666666666666666	0.45	0.7803520996396136	0.6820861890973378	0.6704149273934403	22.0
LOC_Os06g20879	LOC_Os06g20879.1	0.9935749133333333	45	86	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.45384151007066165	0.03817519198229858	0.766497461928934	0.39795918367346933	0.1658119658119658	0.3278278278278279	0.05173664480940846	0.6191075822266784	0.25939285311327187	18.333333333333332	0.53	0.8689894133467017	0.7441944504470982	0.6441534870426829	19.0
LOC_Os12g19590	LOC_Os12g19590.2	0.9935090133333334	46	104	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.3625259070001637	0.041533255238838995	0.4450084602368866	0.20578231292517005	0.08376068376068375	0.30030030030030025	0.07095813445535916	0.503277322774334	0.23168212925234144	14.0	0.465	0.694831968323002	0.6223997481075334	0.5794190812304737	16.0
LOC_Os03g12300	LOC_Os03g12300.1	0.9934745833333332	47	97	unknown	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.3391084476327406	0.025415419324048765	0.47208121827411165	0.16496598639455784	0.058119658119658114	0.2503753753753754	0.05973879037776656	0.42698356700783496	0.1735315251606767	8.333333333333334	0.395	0.6776173676901717	0.6117185231589485	0.46535070900025405	9.0
